category_1,category_2,category_3,title,product_rating,selling_price,mrp,seller_name,seller_rating,description,highlights,image_links,h_index
Electronics,Mobile Accessories,Mobile Chargers,"SB 33 W 4 A Mobile 33W -VOOC,DART,FLASH DH561 with Type-C Cable Charging Adapter Travel Fast Charger with Detachable Cable  (White, Cable Included)",3.9,₹449,"₹1,999",SHOPBUCKET,4.3,"SB VOOC,SUPERDART/DART, DASH Charging, QUICK charging, WRAP Charging Support charger. The ultimate answer to your charging needs, the compact port wall charger is safe and smart, charging up your devices to be ready and go in no time. Smartly integrated ic intelligently detects the device connected in each port while also identifying the appropriate current, to charge each of your device optimally at their fully intended speeds up to a total of 5V-4A or 11V--3A(MAX). Universal compatibility: Charger is suitable and appropriate for use with different cables ranging from type-c cables Devices to reliably charge any of your devices. This mobile charger is compatible with all mobile phones Sleek and stylish: these wall chargers look stylish and are super convenient as well. The stripes looks gives it a premium feel and is sure to spruce up your switchboard and fit any home decor. SB wall chargers are designed for india in accordance with Indian voltage and current standards and to provide stable output during voltage fluctuations. Fitted with Indian plugs, the wall charger provides reliable charging without having to use an adapter while meeting the rigorous. Perfect for travel: Compact and minimalistic design. The Indian plugs eliminate the need of an Mobile charger adapter and make it perfect for travel.",Wall Charger Suitable For: Mobile Universal Voltage Output Current : 4 A,https://rukminim1.flixcart.com/image/612/612/l48s9zk0/battery-charger/h/f/4/33w-vooc-dart-flash-dh561-with-type-c-cable-charging-adapter-original-imagf6j7zzdkzjwq.jpeg?q=70,2394
Electronics,Mobile Accessories,Mobile Chargers,RoarX 25 W PD 3.1 A Mobile 25 Watt USB Type C to C Quick Charge Adapter [NO CABLE] Charger  (White),4.6,₹594,"₹1,999",Roxxy India retail,4.6,"Roarx's 25 Watt PD Charger's multiple protection -over-current, short-circuit and over-temperature protection protects your device. Our Fast Charger is fully compatible for Samsung Galaxy S21/S21 Plus/S21 Ultra/Note10/Note20/S20/S20+/S20 Ultra And (25W Fast Charging Adapter M33/F23/F41/M51/A51/A42/M53 5G).",Wall Charger Suitable For: Mobile No Cable Included Universal Voltage Output Current : 3.1 A,https://rukminim1.flixcart.com/image/612/612/xif0q/battery-charger/m/t/g/25-watt-usb-type-c-to-c-quick-charge-adapter-no-cable-roarx-original-imaghbgqwvvfyjuw.jpeg?q=70,2395
Electronics,Mobile Accessories,Mobile Chargers,"SAMSUNG Original 25W , USB -C Compatible Power Adaptor for all Samsung Devices (Fast Charge 2.0)  (White)",4.4,"₹1,299","₹1,699",SuperComNet,4.6,"Super Fast Charging to stay ready Give your mobile devices the powerful and safe charging support they deserve. This Wall Charger provides Super Fast Charging with USB-C PD 3.0 PPS at up to max 25W for capable devices. So when you do run low, it's not for long.Compatible with various devices Wall Charger does the job for Android devices as well as devices that run different operating systems. For this Wall Charger, the size of your devices isn't a problem; from earbuds to laptops, take advantage of an ideal charging time for your devices at speeds they can manage to handle.",Wall Charger Suitable For: Mobile No Cable Included Universal Voltage Output Current : 3 A,https://rukminim1.flixcart.com/image/612/612/krwec280/battery-charger/8/l/m/travel-adapter-ep-ta800nwegin-samsung-original-imag5hyudpe2xjhr.jpeg?q=70,2396
Electronics,Mobile Accessories,Mobile Chargers,"brittle PD 5 A Mobile 5A Original Type C Charger With Lightning Cable Charger with Detachable Cable  (White, Cable Included)",4.3,"₹1,399","₹1,999",SmartShoppingWorld01,4.3,"We know how difficult it can be to charge iOS devices without a provided charger. Make your charger hunt easy with the brittle 20W fast charging adapter, for the fastest charging output. The handy 20W PD adaptor efficiently becomes a high-speed charging station perfect for busy professionals, on-the-go parents, or anyone who wants to avoid getting stuck with a low battery signal. Compatible with iPhone 11 / 11 Pro / 11 pro Max /iPhone 12mini/12/12 pro/ XS / XS Max / XR / X / 8 Plus / 8 iPhone 7/7 Plus/6s/6s Plus/6/6 Plus/SE/5s/5c/5 iPad Pro 10.5? / iPad Air3 10.5?/ iPad mini 5 7.9?/ and later models! Its 20W Power Delivery output charges iPhones up to 59% in just 30 minutes, with no hassle. Put an end to buying new chargers for your iOS, with the Adapto 20. (charging cables included).",Wall Charger Suitable For: Mobile Universal Voltage Output Current : 5 A,https://rukminim1.flixcart.com/image/612/612/xif0q/data-cable/lightning-cable/s/s/p/20w-fast-charging-adapter-with-1m-lightning-cable-brittle-original-imag87gjnzdgznzw.jpeg?q=70,2397
Electronics,Mobile Accessories,Mobile Chargers,"Flipkart SmartBuy 10W Fast Charger combo Compatible with Vivo,Oppo,Gionee,Xiomi,Redmi,realme,infinix,POCO,iphone,Samsung,Mi devices (MicroUSB - Cable Included)  (White, Cable Included)",4.1,₹299,₹499,MPDSLERetail,4.9,"10W - white designed for Vivo,Oppo,Gionee,Xiomi,Redmi,realme,infinix,POCO",Wall Charger Suitable For: Mobile Universal Voltage Output Current : 2 A,https://rukminim1.flixcart.com/image/612/612/jwuzzww0/battery-charger/portable-charger/h/g/x/flipkart-smartbuy-ec122m-original-imafhgbpzatmyhq8.jpeg?q=70,2398
Electronics,Mobile Accessories,Mobile Chargers,"MIFKRT 10 W 3 A Mobile vivo Travel Charger 2 A Mobile Charger with Detachable Cable Charger with Detachable Cable  (White, Cable Included)",3.7,₹339,"₹1,499",MIFKRTCOM,4.3,"Ultra Fast charging to save your time.100% Compatible Fast Charging Adapter, Good Charging Speeds & Easy to carry Smart Charge.Auto Detects the connected device and charges it at the fastest speed of the device. Compatible with Samsung /Compatible For Samsung / LG / Oppo / Mi / HTC / And all phones like vivo y11, vivo v5 plus, vivo v3, vivo v7, v7+, v9, v9 youth, vivo y69, vivo v5, vivo v1, vivo v1 max vivo v3 max, vivo v5s, vivo y53, vivo y21, vivo v3, vivo y15, vivo y31l and other models Micro USB (Compatible with all Micro USB Phones) Good Charging Speeds Most Powerful Turbo - Charge any USB powered devices at top speed continuously CHARGE SAFELY,REST EASY :Get built-in protection from power surges, extreme heat, and other dangers, and know your smartphone or tablet will remain safe while charging ONE FOR ALL: Charge any single usb or micro usb enabled device. It supports a wide range of profiles that can take advantage of blazing-fast charging speeds",Wall Charger Suitable For: Mobile Universal Voltage Output Current : 3 A,https://rukminim1.flixcart.com/image/612/612/kuvkcy80/battery-charger/2/t/b/vivo-travel-charger-2-a-mobile-charger-with-detachable-cable-original-imag7wuzxtmaghhe.jpeg?q=70,2399
Electronics,Mobile Accessories,Mobile Chargers,"Portronics 12 W 2.4 A Multiport Mobile ADAPTO 66 Charger with Detachable Cable  (Black, Cable Included)",4.0,₹245,₹499,Portronics Digital,4.9,"Battery Charger Capable of Charging all batteries rated 12V 1.5A This Charger Supports all Brand battries. It is use and throw type cheap but reliable product from the All our chargers are of best quality and tested. The ComC 12V 1.5A battery CHARGER is a high quality charger designed to provide excellent performance, durability and long life",Wall Charger Suitable For: Mobile With Dual USB Ports Output Current : 2.4 A,https://rukminim1.flixcart.com/image/612/612/kx25ksw0/battery-charger/7/h/p/adapto-66-portronics-original-imag9hdzff9dfbrf.jpeg?q=70,2400
Electronics,Mobile Accessories,Mobile Chargers,"Callmate 15 W 2.4 A Multiport Mobile 2.4A 2port AC Home Travel Wall Charging Adapter for Phone ,Type-C and Android Charger  (White)",3.8,₹211,₹999,Callmate,4.3,,Wall Charger Suitable For: Mobile No Cable Included | With Dual USB Ports Universal Voltage Output Current : 2.4 A,https://rukminim1.flixcart.com/image/612/612/l2hwwi80/battery-charger/s/d/u/2-4a-2port-ac-home-travel-wall-charging-adapter-for-phone-type-c-original-imagdtphbxgtksqy.jpeg?q=70,2401
Electronics,Mobile Accessories,Mobile Chargers,"Ambrane 20 W PD 3 A Multiport Mobile RAAP H11 Charger with Detachable Cable  (White, Cable Included)",4.1,₹699,"₹1,299",SuperComNet,4.6,"RAAP H11 comes with 20W boosted speed to give you an accelerated charging speed. Enabled with dual ports, charge all your favourite gadgets efficiently. This charger is extremely portable and universally compatible with different voltages which makes it a perfect travel companion for your travel trips.",Wall Charger Suitable For: Mobile With Dual USB Ports Universal Voltage Output Current : 3 A,https://rukminim1.flixcart.com/image/612/612/l3os4280/battery-charger/f/f/6/raap-h11-ambrane-original-imager2yghmhxd6d.jpeg?q=70,2402
Electronics,Mobile Accessories,Mobile Chargers,"CLAT 33 W SuperVOOC 4 A Mobile 33W DART/WARP/VOOC/DASH/VOOC,DART,FLASH TYPE C Charger with Detachable Cable  (White, Cable Included)",3.9,₹499,"₹2,999",CLATINDIA,4.2,"DART/VOOC/DASH OnePlus 50V/6A OnePlus Wrap/Dash Fast Type C Data Cable, USB-A to USB-C Cable Nylon Braided Charger Cord Compatible for OnePlus 6T | Oneplus 7 | Oneplus 7T | Oneplus 7T Pro | Oneplus 6 | Oneplus 6T | Oneplus 5T | Oneplus 5 | Oneplus 3T | Oneplus 3 | Oneplus 8 | Oneplus 8 pro | Oneplus nord | Realme Narzo | Realme x | Realme xt | Realme 6 Pro | Realme6 Pro | Realme 5 Pro| Realme 7 Pro| Realme X2 Pro| Realme 6| Realme 7| Realme 8| Realme X3 | Realme 7i | Oppo Reno | Oppo 2 | Oppo 2Z | Oppo 2F | Oppo Reno 10x Zoom | Oppo k3 | Xiaomi Mi Note 10 | Xiaomi Poco M2 Pro | Xiaomi Redmi Note 7 pro | Xiaomi Redmi Note 9 Pro | Xiaomi Redmi Note 8 | Xiaomi Note 8 Pro | Xiaomi Note 7 Pro | Xiaomi Note 7S | Xiaomi Note 7 | Xiaomi 8A Mi A1 | Mi A2 | Mi A3 | Samsung Galaxy A51 | Samsung Galaxy A02s | Samsung Galaxy A52 | Samsung Galax S9 S10 S20 | Nokia | Vivo And All Smartphone Charging type c cable Original Like Charger Qualcomm QC 3.0 Quick Fast Charging Type C Data Cable",Wall Charger Suitable For: Mobile Universal Voltage Output Current : 4 A,https://rukminim1.flixcart.com/image/612/612/xif0q/battery-charger/1/u/i/vooc-dart-flash-supervooc-superdart-with-type-c-cable-charging-original-imagk8p7qrdde7g9.jpeg?q=70,2403
Electronics,Mobile Accessories,Mobile Chargers,RABBITech Smartwatch Charger 2 Pin (Noise Colorfit Pro Boat Strom Nexfit Run) Magnetic Charging Pad,4.2,₹228,₹999,Anvi Enterprises,4.2,Smartwatch Charger 2 Pin (Noise Colorfit Pro Boat Strom Nexfit Run) Magnetic Charging Pad,For: Smart Watch Indicator Present Rechargeable Battery Color: Black,https://rukminim1.flixcart.com/image/612/612/xif0q/charging-pad/4/g/x/smartwatch-charger-2-pin-noise-colorfit-pro-boat-strom-nexfit-original-imaghdtuyhp5gggx.jpeg?q=70,2404
Electronics,Mobile Accessories,Mobile Chargers,Stuffcool Flow 25W PPS Dual PortType C Port Wall Charger for Samsungs Pixels  (White),4.3,₹999,"₹1,799",SuperComNet,4.6,,Wall Charger Suitable For: Mobile No Cable Included | With Dual USB Ports Universal Voltage Output Current : 3 A,https://rukminim1.flixcart.com/image/612/612/kyag87k0/battery-charger/f/x/d/wcflow25-wht-stuffcool-original-imagak2ftv4rrjws.jpeg?q=70,2405
Electronics,Mobile Accessories,Mobile Holders,"WeCool T2 Adjustable Foldable mobile Holder Stand Dock Mount for mobile,Tablets,iPad Mobile Holder",4.3,₹449,"₹1,499",WeCoolimports,4.3,"This desktop cell phone stand equipped with a heavier base and an aluminum alloy rod , which has strong bearing capacity, it's stable enough to support your mobile phone or even iPad.
Multi-angle adjustable stand: Free rotation of 180 degree viewing angle ensure the perfect angle of view and enhance the audio/video experience. Mobile Stand
Stylish design: Durable aluminum body, with a sturdy construction, can hold your phone or Tablet steadily. Call it Mobile Stand or Mobile Stand for Tablet
Watch live videos to help you prepare new recipies and cook food. This Stand can hold your smartphone or Tab and can be used in convenient viewable angle
Anti-slip pad: The anti-slip pad works perfect to keep your devices in place while in use and prevent from daily scratches and sliding
Fully foldable: WeCool cell phone stand for desk can be fully folded to pocket-size, which will save you plenty of space and make it easy to carry anywhere and very convenient for daily life",Non slip silicon adjsutable stand Hight angle adjustment Rubber pads,https://rukminim1.flixcart.com/image/612/612/xif0q/shopsy-mobile-holder/f/g/t/stand-t2-adjustable-foldable-mobile-holder-stand-dock-mount-for-original-imagky2npjnqrfy4.jpeg?q=70,2406
Electronics,Mobile Accessories,Mobile Holders,Julep Mobile Stand Holder Metal Built (360 Degree) Mobile Holder,4.1,₹399,₹999,MISSLOOK,4.1,,,https://rukminim1.flixcart.com/image/612/612/kubk70w0/mobile-holder/l/s/s/sticky-pad-360-rotating-metal-universal-lazy-bed-desktop-original-imag7gydypyjuzzj.jpeg?q=70,2407
Electronics,Mobile Accessories,Mobile Holders,Portronics POR-122 MODESK Universal Mobile Holder (Black) Mobile Holder,4.3,₹127,₹699,Portronics Digital,4.9,"MoDesk is an Stainless Steel body desk mobile holder which is rust and corrosion proof. This product is a Premium Quality Mobile Holder for your Office Desks. The antiskid silicon pads on the body prevent accidental slips and protection from scratches. It’s sturdy yet light weight design gives the required fety to your devices. With just 122 grams it’s very lightweight and its dimensions are suitable for your office desks 7cm x8cm x9.5cm in size which is just right for your desks. It has angular design which gives perfect viewing angle of your smartphone on the desk so you can easily and privately see incoming calls, respond to messages without the risk of prying eyes. It is easy to install and mounting and dismounting of your smartphone is easy and fast.",Mobile Phone Stand,https://rukminim1.flixcart.com/image/612/612/kgwld3k0/mobile-holder/b/m/w/por-122-modesk-universal-mobile-holder-black-portronics-original-imafxfb2ztabrxqp.jpeg?q=70,2408
Electronics,Mobile Accessories,Mobile Holders,Tanunni Mobile Holder Red Color Mobile Holder,4.2,₹155,₹399,NIHALANIS,4.9,,,https://rukminim1.flixcart.com/image/612/612/kw104nk0/charging-pad/s/l/6/mobile-holder-tanunni-original-imag8sk4rdgrybar.jpeg?q=70,2409
Electronics,Mobile Accessories,Mobile Holders,Casewilla Mobile Stand Holder for Table with Adjustable Height |Update 2021 360 Degree Rotation Mobile Holder for Table and Bed Compatible with All Smartphones Mobile Holder Mobile Holder,3.9,₹223,"₹1,199",Pockester Crafts,4.1,"This product is a Premium Quality Mobile Holder for your Office Desks. The antiskid silicon pads on the body prevent accidental slips and protection from scratches. It’s sturdy yet light weight design gives the required fety to your devices. With just 170 grams it’s very lightweight and its dimensions are suitable for your office desks in all size which is just right for your desks. It has angular design which gives perfect viewing angle of your smartphone on the desk so you can easily and privately see incoming calls, respond to messages without the risk of prying eyes. It is easy to install and mounting and dismounting of your smartphone is easy and fast.",Mobile stand Adjustable,https://rukminim1.flixcart.com/image/612/612/ksez24w0/mobile-holder/z/x/t/mobile-stand-holder-for-table-with-adjustable-height-update-2021-original-imag5zwzgfpzfh7g.jpeg?q=70,2410
Electronics,Mobile Accessories,Mobile Holders,ELV Aluminium Adjustable And Foldable Dock Mobile Holder,4.4,₹269,"₹1,499",iSMARTTECHNOLOGY,5.0,"ELV stand will bring you big surprise, working well with your devices in the office and house with multi-angle, adjustable, adjustable, exquisite workmanship, sturdy construction, aluminum alloy material. On the desk: No need to keep viewing the laptop all the time, you can detach page from your laptop to the iPhone directly. Multi-angle: ELV adjustable design can holding your phone and charger while charging and the adjust function won't bend your cord. Vertical placement. It's a small tall funny droid cell phone stand. Wide compatibility: The ELV charger tablet mount stand work for 4-13 inch tablet pc, 7'' 7 inch, 8'' 8 8. 1 Inch, 9. 7 Inch, 10' 10'' 10 10. 2 Inch, 10. 1Inch 10. 1Inch, 10. 5 Inch, 12. 9 Inch. Desk iPad tablet stand holder for new iPad 2017 iPad 1 2 3 4 pro 9. 7 10. 5 11. 6 12 Inch, iPad air mini 1 2 3 4 air2 mini4 series 5 surface pro, iPad 2nd 3rd 5th 6th generation, fire Samsung galaxy tab tablet E 9. 6 S2 9. 7, Galaxy T550, LG, kindle, nexus 9, E-reader, amazon fire HD 10 8 2017, iPhone 7 Plus apple. Minimalist design: It is the small desktop display touch stand especially designed for iPad and iPhone models all versions. Occupy little space, it must be the most great cool desk accessories. Durable kitchen office desk nightstand tablet dock holder stand: it's convenient to cook meals when you learn cooking through video recipe teaching, without worrying about soiling the big iPad or cell phone. Product warranty: 1 Year Manufacturing Warranty.",,https://rukminim1.flixcart.com/image/612/612/l1qrjbk0/mobile-holder/s/s/d/stand-aluminium-adjustable-and-foldable-dock-elv-yes-original-imagd8z6b5b5qhgk.jpeg?q=70,2411
Electronics,Mobile Accessories,Mobile Holders,ELV Portable Aluminium Mobile Stand Holder With Convenient Charging for Tablet and Smartphones Mobile Holder,4.3,₹143,₹699,iSMARTTECHNOLOGY,5.0,"Product specification: 2.5mm is product Thickness, Multiple angle viewing, when you put iPhone 10 (without case) on this stand, the viewing angle could be adjusted from 40 to 45 degrees, which is suitable for your multiple demand of viewing. Stylish design: Concise and easy design of this cell phone stand makes it stylish and good looking. And the appropriate ratio of the length, width and height makes it more solid. Wide compatibility: Compatible with all mobile phones, e-readers and most tablets (up to 10. 1 inch), even with the heavy duty case on, very stable for iPad mini, iPad air and iPad pro 9. 7 inch. Anti-scratch and anti-slippery: Enlarged anti-scratch silicone pad provide you decent protection even your phone case is removed, also anti-skid on a 40 degree slippery slope (without cell phone loaded). Heavy case compatible: The hook of this cell phone stand is longer than others so that it could hold your device even with a heavy case on. Stylish premium design: Concise and easy design of this cell phone stand makes it stylish and good looking. And the appropriate ratio of the length, width and height makes it more solid. Compact built, sturdy design: It is 3 times more sturdy that may be the most solid phone stand you had ever tried. Compatibility: For 3. 5 - 8 inches devices like iPhone, Samsung s7 s6. Note 6 5. LG G4 G5. Nexus 5p 6P. Although with case(under 15mm/0. 59 in). Suitable for everywhere: You may need 3 stands to meet different demands: One on your desk on check emails, one on your bedside table to enjoy movies and one in the kitchen to enjoy the personal life, the generous and simple design makes it fit for totally different occasions.",PERFECT GIFT MULTIPLE VIEWING ANGLE LIGHT WEIGHT CONCISE & EASY DESIGN,https://rukminim1.flixcart.com/image/612/612/l08gsy80/mobile-holder/r/b/f/-original-imagc2cvm9ukspeh.jpeg?q=70,2412
Electronics,Mobile Accessories,Mobile Holders,SAFESEED Double Foldable Mobile Phone Stand Holder Metal - MF14 [2021 Updated] Angle & Height Adjustable Desk Cell Anti-Slip Compatible with Smartphones/iPad Mini/Game/Kindle/Tablet Mobile Holder,3.5,₹168,₹799,CLICKNSAVE,4.2,,,https://rukminim1.flixcart.com/image/612/612/kqfj1jk0/mobile-holder/6/q/t/mf14-safeseed-original-imag4g33pkztgcst.jpeg?q=70,2413
Electronics,Mobile Accessories,Mobile Holders,GLV Adjustable Stand for Watching Movies / Live Broadcast / Video Call / Kitchen | Mobile Holder,4.5,₹199,₹649,Itronix,4.8,"GLV Adjustable Mobile Holder Stand is your perfect mobile holder tool for watching your favourite movies and TV shows on Youtube, OTT Platforms; Live Broadcast on your social media channels such as youtube instagram, etc; Video Call with your friends and family; and watching mouth watering cooking recipes in your Kitchen. Look no further than GLV Adjustable Mobile Stand for your mobile !",Portable / Foldable Lightweight Strong Hold Power,https://rukminim1.flixcart.com/image/612/612/xif0q/mobile-holder/o/q/c/stand-adjustable-stand-for-watching-movies-live-broadcast-video-original-imaghg32hff6nv8x.jpeg?q=70,2414
Electronics,Mobile Accessories,Mobile Holders,FLORICAN Height and Angle Adjustable Mobile Holder,4.3,₹299,₹649,Itronix,4.8,"FREE YOUR HANDS - All 4-6.”5 Smartphones can be placed on the Florican desktop Phone stand firmly, compatible with all brands smartphones. So, you can liberate your hands to enjoy Facetime / video calling with family or friend, to take a record in video conference, to snack while watching Youtube video etc. ANGLE & HEIGHT ADJUSTABLE - The desktop phone holder stand can be adjusted from 4.3” to 6.3”,easily extendable in height. Also,it allows you to customise the angle of your device flexibly to find the most comfortable viewing angle. Reduce the frequency of looking down at the phone screen to avoid hurting your back and neck. FULLY FOLDABLE TO POCKET SIZE - Take it anywhere, this cell phone stand for desk is collapsible that can be fully folded into a pocket size. Storage little place, easy to carry it in your pocket or bag in travel or business trip. Convenient use, You can free hands to enjoy a Youtube Video or Facetime Calling anywhere at anytime with. the folding mobile phone stand holder. ANTI-SLIP & STRONG STABILITY - The silicone covered pad and the rubber hook assure your phone or tablet stay firmly in place and protect them from sliding and scratching. The cell phone stand is composed of an ultra-sturdy metal counterweight base and high-quality aluminum poles, which is strong enough to hold your mobile phone and tablet. The rubber feet under the base makes it more stable when you tap the devices. USER-FRIENDLY DESIGN - A humanized charging port is reserved, the phone stand holder allows you play your device while charging, and the depth of groove fits exactly with the phone and does not block the screen. You can also freely watch next episode or chat with friends while charging.",,https://rukminim1.flixcart.com/image/612/612/l1pc3gw0/shopsy-mobile-holder/i/m/g/stand-height-adjustable-and-angle-adjustable-telescopic-florican-original-imagd7knfxhuggyc.jpeg?q=70,2415
Electronics,Mobile Accessories,Mobile Holders,Techvor Universal Mobile Holder Metal Mobile stand With Charging for Tablet & Smartphone Mobile Holder,4.3,₹159,₹699,ACUTASSTORE,4.7,"Mobile holder which is rust and corrosion proof. This product is a Premium Quality Mobile Holder for your Office Desks. The antiskid silicon pads on the body prevent accidental slips and protection from scratches. It’s sturdy yet light weight design gives the required felty to your devices.
 It has angular design which gives perfect viewing angle of your smartphone on the desk so you can easily and privately see incoming calls, respond to messages without the risk of prying eyes. It is easy to install and mounting and dismounting of your smartphone is easy and fast.",antiskid silicon pads light weight design,https://rukminim1.flixcart.com/image/612/612/xif0q/mobile-holder/s/r/q/stand-universal-mobile-holder-metal-mobile-stand-with-charging-original-imaggf29hv3xaffh.jpeg?q=70,2416
Electronics,Mobile Accessories,Mobile Holders,LOPAZ Rear View Mirror Mount Phone 360 Degree Rotation GPS Navigator Car Holder Stand Bracket. Mobile Holder,3.9,₹331,₹999,PRATYANGIRAINTERNATIO,4.2,"[ IMPORTANT NOTE ] : This Car Rearview Mirror Mount Holder has been specifically designed & made High Premium Quality Exactly as seen in the picture. • [ PRODUCT DESIGN ] : Simple, easy installation, beautiful appearance, durable, 240 degree swivel / turn base.For use on wide, suitable for electronic equipment within the 7-inch, green. • [ PRODUCT ADJUSTABLE ] :The clamp is firmly screwed to the car rear view mirror, its adjustable design fits different sizes of mirrors.Extra-firm goose neck absorbs vibration, providing a stable viewing environment. • [ STABLE AND SECURE ] : Through solid, high-quality workmanship way, foam-filled contact surfaces to prevent your phone off, more stable and secure.Accompanied by strengthening the sponge on the inside to prevent wear and love machine forward drop. • [ COMPATIBILITY ] : The inner side provides a strengthening sponge that prevents falls and scratches. Suitable for mobile phone , smart phone , PDA , MP3 , MP4 devices which width between 40mm-80mm.",,https://rukminim1.flixcart.com/image/612/612/ksoz53k0/mobile-holder/7/y/r/rear-view-mirror-mount-phone-360-degree-rotation-gps-navigator-original-imag67c4apgtbujt.jpeg?q=70,2417
Electronics,Mobile Accessories,Mobile Holders,"Flipkart SmartBuy SLICK Multi Angle Mobile Stand. Phone Holder. Portable,Foldable Cell Phone Stand.Perfect for Bed,Office, Home,Gift and Desktop (White) Mobile Holder",4.3,₹179,₹499,STRIFF,4.5,,PORTABLE SIZE MULTI ANGLEADJUSTABLE PREMIUM MATERIAL UNIVERSALCOMPATIBILITY,https://rukminim1.flixcart.com/image/612/612/kdqa4y80/mobile-holder/k/t/v/slick-multi-angle-mobile-stand-phone-holder-portable-foldable-original-imafukazkqpjezrs.jpeg?q=70,2418
Electronics,Mobile Accessories,Mobile Holders,HOJI Mobile Stand Holder Metal Built - Cell Phone Stand Perfect for Video Table Online Class Home Bed Flexible Charging Hand Bike Movie Office Gift Desktop Heavy Duty Foldable Lazy Bracket Clip Mount Multi Angle Clamp For All Smartphones Mobile Holder,3.7,₹299,"₹1,299",SG Retails Hub ,3.9,"If it is needed to adjust the device angle, the best way is try to bend the Flexible Hose, which aims to avoid the Ball and Joint broken easily when turning the Rotating ball or the Chuck directly.",,https://rukminim1.flixcart.com/image/612/612/kqe3low0/mobile-holder/b/s/p/metal-lazy-mobile-phone-holder-mount-stand-gooseneck-long-arm-original-imag4f98rhuzmsu3.jpeg?q=70,2419
Electronics,Mobile Accessories,Mobile Holders,"Flipkart SmartBuy NextGen Multi Angle Mobile Stand. Phone Holder for iPhone, Android, Samsung, OnePlus, Xiaomi. Portable,Foldable Cell Phone Stand.Perfect for Bed,Office, Home,Gift and Desktop Mobile Holder",4.3,₹179,₹499,STRIFF,4.5,"Keep Your Hands This mini desk stand can provide a safe and secure mount for your smartphones and tablets, vertical or horizontal. Now it is time for you to give your hands a break, and enjoy videos, readings, FaceTime, browsing the web and other hands-free operation. Adjustable Multi-Angle From 0 to 100 Degree, you can adjust to your preferred angle among 10 different viewing angles, and watch videos in a more position. It is easy to operate, and just push the rear panel to a desired angle. Sturdy and Reliable Made of solid ABS material, thickness :, making it sturdy and secure. Well-placed rubber feet protect your device from possible scratches The built-in steel spring can withstand folding above 10, 000 times. Potable Size : 95 x85mm (3. 7 x3. 3inch)The one-piece, foldable design makes for added convenience when carrying in a bag or otherwise on the go. Extensive Compatibility with 14 x 8mm cradle design, this flexible smartphone stand is well made for all 4""-7. 9"" smart phone, e-reader and mini tablet. IPad mini/ iPhone 5S 5C 5, iPhone X 8 Plus 7 Plus 6S 6/ iPod Touch Samsung Galaxy S9/Plus, S4, S4 Mini, S3, S3 Mini, Galaxy Note 8 S8/ + S7 Edge S6 S5 J7 J3/ Samsung Tab 2 7. 0 P3100, Galaxy Tab 3 7. 0Google Pixel, Pixel XL, Pixel 2, Pixel 2 XL, Nexus 5X 6PLG G5, G6, V20, V30, X venture, K10 K20HTC 10, U11, U Play, U Ultra Blackberry Key One, DTEK60Sony XA1, Xperia XA1 Ultra, Xperia XZ Xperia XZs, Xperia XZ, XZ1, X Compact OnePlus 5, 3T, 3Motorola Moto Z, Z Force, Z Play, Z2 Play, Z2 Force Microsoft Lumia 950, Lumia 950 XL Huawei P10, P10 Plus, P9, P9 Plus, Mate 9, mate 9 Pro, Mate 10, Mate 10 Pro, Honor 8, Honor 9, Honor Note 8.",PORTABLE SIZE MULTI ANGLEADJUSTABLE Flexible UNIVERSALCOMPATIBILITY,https://rukminim1.flixcart.com/image/612/612/kbxzbm80/mobile-holder/u/8/b/foldable-portable-desktop-stand-for-phone-tablets-home-turf-original-imaft6zycf2zzmfe.jpeg?q=70,2420
Electronics,Mobile Accessories,Mobile Holders,NKKL Mount Holder Supports Mobile Up Rotation Adjustable Smartphone Holders Grip Universal Car Rear Mobile Holder For Car All Side Rotation Mobile car Stand Holder Mount Rear View Mirror Phone Mount Stand Car Rear View Mirror Generation Car Model Anti Shake Fall Prevention | Full Rotation Adjustable Car Mount Upto 6.5 inch Mobiles Mobile Holder360° Car Mount Holder Mobile Holder,3.9,₹407,"₹1,149",VREnterprises22,3.9,"NKKL Rear View Mirror Mount Holder Stand Features: 1. 100% Percentage brand new and high quality 2. The inner side is equipped with a strengthening sponge, prevent your smartphone against falls and scratches. 3. Rearview clamp adjustable thickness: 2.1 - 3.15 (inch) 4. Fit 2 - 3.55 (inch) width mobile phone / smart phone / PDA / MP3 / MP4 etc 5. 360 Degrees Hemispherical Swivel and 270 Degrees Attachment bracket Swivel support to provide a stable viewing environment 6. Easy to assemble and no need any tools 7. Please mounted on the rear-view mirror of your car, it can hold your phone firmly.",Car Mirror Phone Stand,https://rukminim1.flixcart.com/image/612/612/kt8zb0w0/car-cradle/clip/9/s/t/69-wq3-0-pro-phone-holder-for-car-rear-view-mirror-generation-original-imag6mppzphkqeja.jpeg?q=70,2421
